English,Kannada
angaamshaduddakkoo,ಅಂಗಾಂಶದುದ್ದಕ್ಕೂ
chatuvatikeyantha,ಚಟುವಟಿಕೆಯಂಥ
vidyavanteyannagi,ವಿದ್ಯಾವಂತೆಯನ್ನಾಗಿ
langadante,ಲಂಗದಂತೆ
haadigeledu,ಹಾದಿಗೆಳೆದು
kattiddavanige,ಕಟ್ಟಿದ್ದವನಿಗೆ
joteguduvudakke,ಜೊತೆಗೂಡುವುದಕ್ಕೆ
utkarshanakaarigalu,ಉತ್ಕರ್ಷಣಕಾರಿಗಳು
nishedhavaguttide,ನಿಷೇಧವಾಗುತ್ತಿದೆ
abhivarnisuttade,ಅಭಿವರ್ಣಿಸುತ್ತದೆ
paalimaidninda,ಪಾಲಿಮೈಡ್ನಿಂದ
sadanandana,ಸದಾನಂದನ
andure,ಅಂದುರೆ
krushikarigendu,ಕೃಷಿಕರಿಗೆಂದು
chammatikeyali,ಚಮ್ಮಟಿಕೆಯಲಿ
ashtavinayaka,ಅಷ್ಟವಿನಾಯಕ
matanadisuvudakkappa,ಮಾತನಾಡಿಸುವುದಕ್ಕಪ್ಪ
srimantanagabekemba,ಶ್ರೀಮಂತನಾಗಬೇಕೆಂಬ
gnanarjanegaida,ಜ್ಞಾನಾರ್ಜನೆಗೈದ
hudugiyaagiddalu,ಹುಡುಗಿಯಾಗಿದ್ದಳು
ennuvudenaadaroo,ಎನ್ನುವುದೇನಾದರೂ
phalapushpagalanittu,ಫಲಪುಷ್ಪಗಳನಿತ್ತು
todadiddaroo,ತೊಡದಿದ್ದರೂ
masool,ಮಸೂಲ್
anvayavaguttide,ಅನ್ವಯವಾಗುತ್ತಿದೆ
ishaan,ಇಷಾನ್
raddugolisittallade,ರದ್ದುಗೊಳಿಸಿತ್ತಲ್ಲದೆ
haajaraaguttiddaru,ಹಾಜರಾಗುತ್ತಿದ್ದರು
bandhamuktagolisidanu,ಬಂಧಮುಕ್ತಗೊಳಿಸಿದನು
hindiruguvanendu,ಹಿಂದಿರುಗುವನೆಂದು
ceremaneyallittu,ಸೆರೆಮನೆಯಲ್ಲಿಟ್ಟು
nuchchaguvudilla,ನುಚ್ಚಾಗುವುದಿಲ್ಲ
sevisaliddu,ಸೇವಿಸಲಿದ್ದು
anerismum,ಅನೆರಿಸ್ಮಮ್
aayaamannu,ಆಯಾಮನ್ನು
samaanavaagiralu,ಸಮಾನವಾಗಿರಲು
taakalaaduttiruva,ತಾಕಲಾಡುತ್ತಿರುವ
paramatmanige,ಪರಮಾತ್ಮನಿಗೆ
tandodduvantahudu,ತಂದೊಡ್ಡುವಂತಹುದು
aidondla,ಐದೊಂದ್ಲ
sridegulakke,ಶ್ರೀದೇಗುಳಕ್ಕೆ
namagenante,ನಮಗೇನಂತೆ
nirdeshakarugalaagiddu,ನಿರ್ದೇಶಕರುಗಳಾಗಿದ್ದು
karyagalanna,ಕಾರ್ಯಗಳನ್ನ
citadell,ಸಿಟಡೆಲ್
chikitsegola,ಚಿಕಿತ್ಸೆಗೊಳ
elaaludda,ಏಳಾಳುದ್ದ
muchchalike,ಮುಚ್ಚಲಿಕೆ
sangappanayka,ಸಂಗಪ್ಪನಾಯ್ಕ
bhayotpadakiyagiddale,ಭಯೋತ್ಪಾದಕಿಯಾಗಿದ್ದಳೇ
paryayavaguva,ಪರ್ಯಾಯವಾಗುವ
tumulagalanu,ತುಮುಲಗಳನು
hohante,ಹೋಹಂತೆ
khaniram,ಖನಿರಾಂ
jyamitiyalli,ಜ್ಯಾಮಿತಿಯಲ್ಲಿ
vahisikolluve,ವಹಿಸಿಕೊಳ್ಳುವೆ
adhikaavadhigalalli,ಅಧಿಕಾವಧಿಗಳಲ್ಲಿ
tegeyo,ತೆಗೆಯೊ
agaballanu,ಆಗಬಲ್ಲನು
asamaadhaanadondiruva,ಅಸಮಾಧಾನದೊಂಡಿರುವ
sambhavisuvantahudu,ಸಂಭವಿಸುವಂತಹುದು
paarshvavannu,ಪಾರ್ಶ್ವವನ್ನು
pakkelabugalige,ಪಕ್ಕೆಲಬುಗಳಿಗೆ
chittakarshakavagiddu,ಚಿತ್ತಾಕರ್ಷಕವಾಗಿದ್ದು
kodaginavaragi,ಕೊಡಗಿನವರಾಗಿ
jhoomnondige,ಝೂಮ್ನೊಂದಿಗೆ
mitiyittu,ಮಿತಿಯಿತ್ತು
ilikeyaadre,ಇಳಿಕೆಯಾದ್ರೆ
maimud,ಮೈಮುದ್
aatmahatyaatmakavaada,ಆತ್ಮಹತ್ಯಾತ್ಮಕವಾದ
sikkiddannu,ಸಿಕ್ಕಿದ್ದನ್ನು
bagava,ಬಗವ
parishattigaagi,ಪರಿಷತ್ತಿಗಾಗಿ
vidiyondannu,ವಿಡಿಯೊಂದನ್ನು
rajyadallianeka,ರಾಜ್ಯದಲ್ಲಿಅನೇಕ
sahajavagiye,ಸಹಜವಾಗಿಯೇ
innoorannu,ಇನ್ನೂರನ್ನು
erpataagittu,ಏರ್ಪಟಾಗಿತ್ತು
arthashaastriyavaagi,ಅರ್ಥಶಾಸ್ತ್ರೀಯವಾಗಿ
bangaaramayavaagiddu,ಬಂಗಾರಮಯವಾಗಿದ್ದು
beedigilididru,ಬೀದಿಗಿಳಿದಿದ್ರು
mayavigalada,ಮಾಯಾವಿಗಳಾದ
talebaaguvudaadare,ತಲೆಬಾಗುವುದಾದರೆ
akaalikavaagiddaru,ಅಕಾಲಿಕವಾಗಿದ್ದರೂ
atyakarshakavendu,ಅತ್ಯಾಕರ್ಷಕವೆಂದು
kalaavalayadalloo,ಕಲಾವಲಯದಲ್ಲೂ
karedarendu,ಕರೆದರೆಂದು
appatavagiddu,ಅಪ್ಪಟವಾಗಿದ್ದು
ratriyiddare,ರಾತ್ರಿಯಿದ್ದರೆ
kannadigala,ಕನ್ನಡಿಗಳ
paradaaduttirutteve,ಪರದಾಡುತ್ತಿರುತ್ತೇವೆ
malegaalavide,ಮಳೆಗಾಲವಿದೆ
dinaankavaagiruva,ದಿನಾಂಕವಾಗಿರುವ
waldenstrome,ವಾಲ್ಡೆನ್ಸ್ಟ್ರೋಮ್
bagilwada,ಬಾಗಿಲವಾಡ
naayakanatariddaare,ನಾಯಕನಟರಿದ್ದಾರೆ
gilipatha,ಗಿಳಿಪಾಠ
nellingeri,ನೆಲ್ಲಿಂಗೇರಿ
saaksharataa,ಸಾಕ್ಷರತಾ
basseriddaru,ಬಸ್ಸೇರಿದ್ದರು
tulakondu,ತುಳಕೊಂಡು
duravagibiduttare,ದೂರವಾಗಿಬಿಡುತ್ತಾರೆ
amitaabhaage,ಅಮಿತಾಭಾಗೆ
anushrenige,ಅನುಶ್ರೇಣಿಗೆ
kattadavaada,ಕಟ್ಟಡವಾದ
nirvahisitendare,ನಿರ್ವಹಿಸಿತೆಂದರೆ
asmiteyemba,ಅಸ್ಮಿತೆಯೆಂಬ
anaahutavaadalli,ಅನಾಹುತವಾದಲ್ಲಿ
rachisikollutta,ರಚಿಸಿಕೊಳ್ಳುತ್ತಾ
arkavati,ಅರ್ಕಾವತಿ
ambedkaravarige,ಅಂಬೇಡ್ಕರವರಿಗೆ
kaaryukramakkoo,ಕಾರ್ಯುಕ್ರಮಕ್ಕೂ
jeetiye,ಜೀತಿಯೆ
kavisahajavaada,ಕವಿಸಹಜವಾದ
aarhavaada,ಆರ್ಹವಾದ
vishveshatirthaji,ವಿಶ್ವೇಶತೀರ್ಥಜೀ
chikala,ಚಿಕಲ
lagattugalige,ಲಗತ್ತುಗಳಿಗೆ
janajeevanadalli,ಜನಜೀವನದಲ್ಲಿ
drudhikarisuvanta,ದೃಢೀಕರಿಸುವಂತ
bhashachitragalannu,ಭಾಷಾಚಿತ್ರಗಳನ್ನು
jailaninda,ಜೈಲನಿಂದ
ivellavudakki,ಇವೆಲ್ಲವುದಕ್ಕಿ
nigrahisabekayitu,ನಿಗ್ರಹಿಸಬೇಕಾಯಿತು
sikkikoltu,ಸಿಕ್ಕಿಕೊಳ್ತು
pathyakramagalalliyu,ಪಠ್ಯಕ್ರಮಗಳಲ್ಲಿಯೂ
hemmepaduttaale,ಹೆಮ್ಮೆಪಡುತ್ತಾಳೆ
beyuvavaregu,ಬೇಯುವವರೆಗೂ
kalpisidarendu,ಕಲ್ಪಿಸಿದರೆಂದು
bhajanavara,ಭಜನವರ
hingaada,ಹಿಂಗಾದ
appalisidantaguttade,ಅಪ್ಪಳಿಸಿದಂತಾಗುತ್ತದೆ
aarambhavaagiruvudara,ಆರಂಭವಾಗಿರುವುದರ
parihaaradhanavu,ಪರಿಹಾರಧನವು
bahyabhramarigalannu,ಬಾಹ್ಯಭ್ರಮರಿಗಳನ್ನು
bankinallaste,ಬ್ಯಾಂಕಿನಲ್ಲಷ್ಟೇ
dhaniyagalla,ಧನಿಯಾಗಲ್ಲ
karyotypingge,ಕಾರ್ಯೋಟೈಪಿಂಗ್ಗೆ
baraheli,ಬರಹೇಳಿ
padeyuttiddenu,ಪಡೆಯುತ್ತಿದ್ದೆನು
vartegangavatibruhat,ವಾರ್ತೆಗಂಗಾವತಿಬೃಹತ್
ittidaare,ಇಟ್ಟಿದಾರೆ
durbhalike,ದುರ್ಭಳಿಕೆ
moodidantaagide,ಮೂಡಿದಂತಾಗಿದೆ
uttamapadisikondiddu,ಉತ್ತಮಪಡಿಸಿಕೊಂಡಿದ್ದು
oddatavo,ಒದ್ದಾಟವೋ
kamalanatharu,ಕಮಲನಾಥರು
upanishattugalannu,ಉಪನಿಷತ್ತುಗಳನ್ನು
nadeyabekalla,ನಡೆಯಬೇಕಲ್ಲ
luthaya,ಲೂಥಾಯ
roopaayigaliruttade,ರೂಪಾಯಿಗಳಿರುತ್ತದೆ
sadyavagadiddaga,ಸಾದ್ಯವಾಗದಿದ್ದಾಗ
boluvaarta,ಬೋಳುವಾರ್ತ
antararaajyagalondige,ಅಂತರರಾಜ್ಯಗಳೊಂದಿಗೆ
hendatiyodaneyagali,ಹೆಂಡತಿಯೊಡನೆಯಾಗಲಿ
samanaarthakavaada,ಸಮಾನಾರ್ಥಕವಾದ
animaster,ಅನಿಮಾಸ್ಟರ್
sevanubhavi,ಸೇವಾನುಭವಿ
niroopisikollutta,ನಿರೂಪಿಸಿಕೊಳ್ಳುತ್ತ
danivaarisikondu,ದನಿವಾರಿಸಿಕೊಂಡು
atruptateyannu,ಅತೃಪ್ತತೆಯನ್ನು
kendrikrutavagabekemba,ಕೇಂದ್ರೀಕೃತವಾಗಬೇಕೆಂಬ
restrobar,ರೆಸ್ಟ್ರೋಬಾರ್
natakaratna,ನಾಟಕರತ್ನ
mafio,ಮಾಫಿಯೋ
eksgalu,ಎಕ್ಸ್ಗಳು
brednanteye,ಬ್ರೆಡ್ನಂತೆಯೇ
sannidhigalannu,ಸನ್ನಿಧಿಗಳನ್ನು
sachivaraguvudarondige,ಸಚಿವರಾಗುವುದರೊಂದಿಗೆ
biruttaale,ಬಿರುತ್ತಾಳೆ
koosugalaada,ಕೂಸುಗಳಾದ
ganiveera,ಗಣಿವೀರ
ilakheyannolagondante,ಇಲಾಖೆಯನ್ನೊಳಗೊಂಡಂತೆ
ondoramelondu,ಒಂದೊರಮೇಲೊಂದು
snaanaghattagalive,ಸ್ನಾನಘಟ್ಟಗಳಿವೆ
svastikaasanadalli,ಸ್ವಸ್ತಿಕಾಸನದಲ್ಲಿ
balapadisidalu,ಬಲಪಡಿಸಿದಳು
daasabhaavadinda,ದಾಸಭಾವದಿಂದ
vrutranu,ವೃತ್ರನು
dattadaviyinda,ದಟ್ಟಡವಿಯಿಂದ
prerakagalaguttave,ಪ್ರೇರಕಗಳಾಗುತ್ತವೆ
poojaarigalottige,ಪೂಜಾರಿಗಳೊಟ್ಟಿಗೆ
hooraadalaagadu,ಹೋರಾಡಲಾಗದು
echcharagolisuvudakke,ಎಚ್ಚರಗೊಳಿಸುವುದಕ್ಕೆ
calculator,ಕ್ಯಾಲ್ಕೂಲೇಟರ್
koodalaguvudilla,ಕೂಡಲಾಗುವುದಿಲ್ಲ
kollebailu,ಕೊಳ್ಳೆಬೈಲು
accidentugala,ಆಕ್ಸಿಡೆಂಟುಗಳ
actis,ಆ್ಯಕ್ಟಿಸ್
pariganisabahudaagittu,ಪರಿಗಣಿಸಬಹುದಾಗಿತ್ತು
jatishoshaneya,ಜಾತಿಶೋಷಣೆಯ
flexibility,ಫ್ಲೆಕ್ಸಿಬಲಿಟಿ
kadevarege,ಕಡೆವರೆಗೆ
bedavagtare,ಬೇಡವಾಗ್ತಾರೆ
okota,ಒಕೊಟ
lubana,ಲುಬಾನ
vedyavaguttave,ವೇದ್ಯವಾಗುತ್ತವೆ
magistratoray,ಮ್ಯಾಜಿಸ್ಟ್ರೇಟರೇ
daivasammukhadalli,ದೈವಸಮ್ಮುಖದಲ್ಲಿ
odibaare,ಓಡಿಬಾರೆ
pravaadigalaagiralu,ಪ್ರವಾದಿಗಳಾಗಿರಲು
kalaketra,ಕಲಾಕೇತ್ರ
teredittukonde,ತೆರೆದಿಟ್ಟುಕೊಂಡೇ
santavisi,ಸಂತವಿಸಿ
angaigalige,ಅಂಗೈಗಳಿಗೆ
sooktavaada,ಸೂಕ್ತವಾದ
samsadana,ಸಂಸದನ
uttaram,ಉತ್ತರಂ
kalashavannittu,ಕಳಶವನ್ನಿಟ್ಟು
holasaayitu,ಹೊಲಸಾಯಿತು
saripadisuvudu,ಸರಿಪಡಿಸುವುದು
proudhashaalegalilla,ಪ್ರೌಢಶಾಲೆಗಳಿಲ್ಲ
manemalaka,ಮನೆಮಾಲಕ
kelabekaadaroo,ಕೇಳಬೇಕಾದರೂ
vrattiyalliddaagale,ವೃತ್ತಿಯಲ್ಲಿದ್ದಾಗಲೇ
saytini,ಸಾಯ್ತೀನಿ
layavillade,ಲಯವಿಲ್ಲದೆ
muntaadavugalaada,ಮುಂತಾದವುಗಳಾದ
oppide,ಒಪ್ಪಿದೆ
vaishakham,ವೈಶಾಖಂ
carolinadyanta,ಕ್ಯಾರೊಲಿನಾದ್ಯಂತ
parmadat,ಪರ್ಮಾದಾತ್
kettaparinama,ಕೆಟ್ಟಪರಿಣಾಮ
bangaadara,ಬಂಗಾದರ
minchimareyaguva,ಮಿಂಚಿಮರೆಯಾಗುವ
dushtaachaarada,ದುಷ್ಟಾಚಾರದ
mayooriyavarige,ಮಯೂರಿಯವರಿಗೆ
autpattika,ಔತ್ಪತ್ತಿಕ
vaamanamoortiyavaru,ವಾಮನಮೂರ್ತಿಯವರು
kodaliyolasari,ಕೊಡಲಿಯೋಲಸರಿ
mugibeelutti,ಮುಗಿಬೀಳುತ್ತಿ
mahadevategala,ಮಹಾದೇವತೆಗಳ
powerboat,ಪವರ್ಬೋಟ್
mahadiyondige,ಮಹಡಿಯೊಂದಿಗೆ
nindakah,ನಿಂದಕಃ
pretatmave,ಪ್ರೇತಾತ್ಮವೇ
pubress,ಪಬ್ರೆಸ್
heckla,ಹೆಕ್ಲಾ
tapanavilla,ತಾಪನವಿಲ್ಲ
guddagalallina,ಗುಡ್ಡಗಳಲ್ಲಿನ
oggikoltare,ಒಗ್ಗಿಕೊಳ್ತಾರೆ
paddehuli,ಪಡ್ಡೇಹುಲಿ
samyojanegalallina,ಸಂಯೋಜನೆಗಳಲ್ಲಿನ
rohail,ರೊಹೈಲ್
anaanukulagaliddaroo,ಅನಾನುಕೂಲಗಳಿದ್ದರೂ
siteyarannu,ಸೀತೆಯರನ್ನು
bhashanavondakke,ಭಾಷಣವೊಂದಕ್ಕೆ
kyaviyarginta,ಕ್ಯಾವಿಯರ್ಗಿಂತ
allergiagalu,ಅಲರ್ಜಿಯಾಗಲು
kanneeraadavu,ಕಣ್ಣೀರಾದವು
ranchaneyallina,ರಚನೆಯಲ್ಲಿನ
ashrayakodalu,ಆಶ್ರಯಕೊಡಲು
aadaradara,ಆದರದರ
manyateyulla,ಮಾನ್ಯತೆಯುಳ್ಳ
suryodayavu,ಸೂರ್ಯೋದಯವೂ
sekubyari,ಸೇಕುಬ್ಯಾರಿ
janapratinidigale,ಜನಪ್ರತಿನಿದಿಗಳೇ
prashamsanti,ಪ್ರಶಂಸಂತಿ
janmadaatane,ಜನ್ಮದಾತನೆ
ullanghaneyalle,ಉಲ್ಲಂಘನೆಯಲ್ಲೇ
sahajanubandha,ಸಹಜಾನುಬಂಧ
kumbhotsavadondige,ಕುಂಭೋತ್ಸವದೊಂದಿಗೆ
parihaaragalatta,ಪರಿಹಾರಗಳತ್ತ
sichivaru,ಸಿಚಿವರು
ivattigishtu,ಇವತ್ತಿಗಿಷ್ಟು
mentors,ಮೆಂಟರ್ಸ್
swaraalaapane,ಸ್ವರಾಲಾಪನೆ
karubannu,ಕರುಬನ್ನು
kutantradavaraagiddaare,ಕುತಂತ್ರದವರಾಗಿದ್ದಾರೆ
vyaktiyiddaanendu,ವ್ಯಕ್ತಿಯಿದ್ದಾನೆಂದು
krishnaseva,ಕೃಷ್ಣಸೇವಾ
jarugisalaagi,ಜರುಗಿಸಲಾಗಿ
bhikkhuna,ಭಿಕ್ಖುನಾ
bataabayalaagittu,ಬಟಾಬಯಲಾಗಿತ್ತು
nirnayisuvavarege,ನಿರ್ಣಯಿಸುವವರೆಗೆ
keebordgalive,ಕೀಬೋರ್ಡ್ಗಳಿವೆ
sikkilladiddaroo,ಸಿಕ್ಕಿಲ್ಲದಿದ್ದರೂ
saavannappiddaareye,ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆಯೇ
mysurininda,ಮೈಸೂರಿನಿಂದ
hadanenu,ಹದನೇನು
chainpuradinda,ಚೈನ್ಪುರದಿಂದ
vakaarasaalu,ವಕಾರಸಾಲು
chagashettahalli,ಚಾಗಶೆಟ್ಟಹಳ್ಳಿ
panchkatimatha,ಪಂಚಕಟಿಮಠ
pustakiya,ಪುಸ್ತಕೀಯ
lekhakanalliyu,ಲೇಖಕನಲ್ಲಿಯೂ
minchidanta,ಮಿಂಚಿದಂತ
torisuttiri,ತೋರಿಸುತ್ತೀರಿ
gurusiddhanu,ಗುರುಸಿದ್ಧನು
rshakoo,ರ್ಷಕೂ
devullu,ದೇವುಳ್ಳು
tumbuttadendu,ತುಂಬುತ್ತದೆಂದು
mosaayiksgalinda,ಮೊಸಾಯಿಕ್ಸ್ಗಳಿಂದ
shrenikarisalaayitu,ಶ್ರೇಣೀಕರಿಸಲಾಯಿತು
paraariyaadava,ಪರಾರಿಯಾದವ
aaraadhyadaivavaada,ಆರಾಧ್ಯದೈವವಾದ
satyabhaamegendu,ಸತ್ಯಭಾಮೆಗೆಂದು
viketugala,ವಿಕೇಟುಗಳ
arakalaguru,ಅರಕಲಗೂರು
siguvadaaddarinda,ಸಿಗುವದಾದ್ದರಿಂದ
saavannappiruvudarinda,ಸಾವನ್ನಪ್ಪಿರುವುದರಿಂದ
outgalive,ಔಟ್ಗಳಿವೆ
horisadiralu,ಹೊರಿಸದಿರಲು
muju,ಮುಜು
vibhaagaadhikaariyavaru,ವಿಭಾಗಾಧಿಕಾರಿಯವರು
suddivaahinigalaagi,ಸುದ್ದಿವಾಹಿನಿಗಳಾಗಿ
barutteveyo,ಬರುತ್ತೇವೆಯೋ
punaraavartitavaagisuva,ಪುನರಾವರ್ತಿತವಾಗಿಸುವ
paapadakatte,ಪಾಪದಕತ್ತೆ
mahanagaragalallashte,ಮಹಾನಗರಗಳಲ್ಲಷ್ಟೇ
inkaadinda,ಇಂಕಾದಿಂದ
vishyavaadre,ವಿಷ್ಯವಾದ್ರೆ
nimallirabeku,ನಿಮಲ್ಲಿರಬೇಕು
muttiddiri,ಮುಟ್ಟಿದ್ದೀರಿ
mustaf,ಮುಸ್ತಫ್
amruteshwaranahalli,ಅಮೃತೇಶ್ವರನಹಳ್ಳಿ
stotagondaga,ಸ್ಟೋಟಗೊಂಡಾಗ
nishtaragiye,ನಿಷ್ಠರಾಗಿಯೇ
svikarisaliddaare,ಸ್ವಿಕರಿಸಲಿದ್ದಾರೆ
akhen,ಅಖೆನ್
bataglia,ಬಟಾಗ್ಲಿಯಾ
effector,ಎಫೆಕ್ಟರ್
tadabadaayisiddannu,ತಡಬಡಾಯಿಸಿದ್ದನ್ನು
vishodyaanavannu,ವಿಷೋದ್ಯಾನವನ್ನು
pradhaanavide,ಪ್ರಧಾನವಿದೆ
kaydukolluviri,ಕಾಯ್ದುಕೊಳ್ಳುವಿರಿ
tiliyahelida,ತಿಳಿಯಹೇಳಿದ
meresabekendu,ಮೆರೆಸಬೇಕೆಂದು
nantiddu,ನಂತಿದ್ದು
porjari,ಪೋರ್ಜರಿ
vashapadisidaaga,ವಶಪಡಿಸಿದಾಗ
beerugaalige,ಬೀರುಗಾಳಿಗೆ
kanabekandare,ಕಾಣಬೇಕಂದರೆ
dsosi,ಡಿಸೋಸಿ
haduvudo,ಹಾಡುವುದೋ
avadhidhige,ಅವಧಿಧಿಗೆ
biruvalli,ಬೀರುವಳ್ಳಿ
svatantraraadavaru,ಸ್ವತಂತ್ರರಾದವರು
bahuhindeye,ಬಹುಹಿಂದೆಯೆ
notugalannittukonda,ನೋಟುಗಳನ್ನಿಟ್ಟುಕೊಂಡ
maretittu,ಮರೆತಿತ್ತು
geddeyantaha,ಗೆಡ್ಡೆಯಂತಹ
sotode,ಸೋತೊಡೆ
patipatnige,ಪತಿಪತ್ನಿಗೆ
helikodaliddaare,ಹೇಳಿಕೊಡಲಿದ್ದಾರೆ
praantyadolakke,ಪ್ರಾಂತ್ಯದೊಳಕ್ಕೆ
ullavarellarannu,ಉಳ್ಳವರೆಲ್ಲರನ್ನು
puravaradi,ಪುರವರದಿ
siddhagolisalaada,ಸಿದ್ಧಗೊಳಿಸಲಾದ
klabnallina,ಕ್ಲಬ್ನಲ್ಲಿನ
matadabekaguttade,ಮಾತಾಡಬೇಕಾಗುತ್ತದೆ
hangisade,ಹಂಗಿಸದೇ
myyaralininta,ಮೈಯರಳಿನಿಂತ
maadiddarendiddaare,ಮಾಡಿದ್ದರೆಂದಿದ್ದಾರೆ
caves,ಕೇವ್ಸ್
naashapadisuttene,ನಾಶಪಡಿಸುತ್ತೇನೆ
taalookinalliye,ತಾಲೂಕಿನಲ್ಲಿಯೇ
laalahodeyuva,ಲಾಳಹೊಡೆಯುವ
bellichukkiyaagi,ಬೆಳ್ಳಿಚುಕ್ಕಿಯಾಗಿ
baidyer,ಬೈದ್ಯೆರ್
vikrutiyedege,ವಿಕೃತಿಯೆಡೆಗೆ
mungadagalannu,ಮುಂಗಡಗಳನ್ನು
urjeyannu,ಊರ್ಜೆಯನ್ನು
billinking,ಬಿಲಿಂಕಿಂಗ್
anusarisatodagiddaare,ಅನುಸರಿಸತೊಡಗಿದ್ದಾರೆ
belugode,ಬೆಳುಗೊಡೆ
uddavaagiddare,ಉದ್ದವಾಗಿದ್ದರೆ
rabit,ರಾಬಿತ್
velutambi,ವೇಲುತಂಬಿ
nelahasigagi,ನೆಲಹಾಸಿಗಾಗಿ
arthamaadisikoduva,ಅರ್ಥಮಾಡಿಸಿಕೊಡುವ
kallegaravara,ಕಲ್ಲೇಗರವರ
hexachloride,ಹೆಕ್ಸಾಕ್ಲೋರೈಡ್
aadaragaliddare,ಆದರಗಳಿದ್ದರೆ
ettanu,ಎತ್ತನು
velloorige,ವೆಲ್ಲೂರಿಗೆ
nivaarisuvadu,ನಿವಾರಿಸುವದು
chennamma,ಚನ್ನಮ್ಮ
haalereyade,ಹಾಲೆರೆಯದೆ
mujiris,ಮುಜಿರಿಸ್
sandigalalliyoo,ಸಂದಿಗಳಲ್ಲಿಯೂ
belediddenu,ಬೆಳೆದಿದ್ದೆನು
vahisodaagi,ವಹಿಸೋದಾಗಿ
aranyadolage,ಅರಣ್ಯದೊಳಗೆ
nadesidantiddu,ನಡೆಸಿದಂತಿದ್ದು
badalaadaddaadare,ಬದಲಾದದ್ದಾದರೆ
chidambaramnashte,ಚಿದಂಬರಂನಷ್ಟೇ
bhagadashtu,ಭಾಗದಷ್ಟು
tilidra,ತಿಳಿದ್ರಾ
kategalashte,ಕತೆಗಳಷ್ಟೇ
navanakkiyalli,ನವಣಕ್ಕಿಯಲ್ಲಿ
gelendjhiknalliruva,ಗೆಲೆಂಡ್ಝಿಕ್ನಲ್ಲಿರುವ
genavatige,ಗೆಣವತಿಗೆ
rekhegalannullu,ರೇಖೆಗಳನ್ನುಳ್ಳು
chaddiyalliruva,ಚಡ್ಡಿಯಲ್ಲಿರುವ
horategeyalaagideye,ಹೊರತೆಗೆಯಲಾಗಿದೆಯೆ
satyanapur,ಸತ್ಯನಾಪುರ
husimunisu,ಹುಸಿಮುನಿಸು
vartisuttiddarante,ವರ್ತಿಸುತ್ತಿದ್ದರಂತೆ
bhavisatodagidalu,ಭಾವಿಸತೊಡಗಿದಳು
bahirangadallina,ಬಹಿರಂಗದಲ್ಲಿನ
anukulavaagabahudaagide,ಅನುಕೂಲವಾಗಬಹುದಾಗಿದೆ
angikarisiddagyoo,ಅಂಗೀಕರಿಸಿದ್ದಾಗ್ಯೂ
mukhyashikshakiye,ಮುಖ್ಯಶಿಕ್ಷಕಿಯೇ
gama,ಗಾಮಾ
adakkellavu,ಅದಕ್ಕೆಲ್ಲವೂ
saitu,ಸೈತು
shakeyanne,ಶಕೆಯನ್ನೇ
kaitoleyabekada,ಕೈತೊಳೆಯಬೇಕಾದ
hallahidiyuttidda,ಹಳ್ಳಹಿಡಿಯುತ್ತಿದ್ದ
vishayagalalliyu,ವಿಷಯಗಳಲ್ಲಿಯೂ
wetable,ವೆಟಬಲ್
pakkadurugalaada,ಪಕ್ಕದೂರುಗಳಾದ
bembalisittaadaroo,ಬೆಂಬಲಿಸಿತ್ತಾದರೂ
jigangen,ಜಿಗಾಂಗೆನ್
karolnalli,ಕರೋಲ್ನಲ್ಲಿ
baididdakke,ಬೈದಿದ್ದಕ್ಕೆ
bilawal,ಬಿಲಾವಾಲ್
cayed,ಕೇಯ್ಡ್
wadeyanende,ಒಡೆಯನೆಂದೆ
bennuhuri,ಬೆನ್ನುಹುರಿಯು
heracles,ಹೆರಾಕಲ್ಸ್
bittodadu,ಬಿಟ್ಟೊಡದು
saphalavagiruvudagi,ಸಫಲವಾಗಿರುವುದಾಗಿ
vinamravagiyoo,ವಿನಮ್ರವಾಗಿಯೂ
patreyalliruva,ಪಾತ್ರೆಯಲ್ಲಿರುವ
svahastada,ಸ್ವಹಸ್ತದ
adannellavannoo,ಅದನ್ನೆಲ್ಲವನ್ನೂ
sudhaarakarendare,ಸುಧಾರಕರೆಂದರೆ
dhruvasindhu,ಧ್ರುವಸಿಂಧು
sankalpamaadabekide,ಸಂಕಲ್ಪಮಾಡಬೇಕಿದೆ
chitragalilladiddaroo,ಚಿತ್ರಗಳಿಲ್ಲದಿದ್ದರೂ
chalavaligalannashte,ಚಳವಳಿಗಳನ್ನಷ್ಟೇ
anivaaryavenda,ಅನಿವಾರ್ಯವೆಂದ
rakkole,ರಕ್ಕೋಲೆ
mamanadoddy,ಮಾಮನದೊಡ್ಡಿ
segane,ಸೆಗಣೆ
gruhavaidyara,ಗೃಹವೈದ್ಯರ
pratiyobbana,ಪ್ರತಿಯೊಬ್ಬನ
bhashanamadidaga,ಭಾಷಣಮಾಡಿದಾಗ
modagalodane,ಮೋಡಗಳೊಡನೆ
performatial,ಪರ್ಫಾರ್ಮೆಶಿಯಲ್
sadhika,ಸಾಧಿಕ
bhajarangadalakke,ಭಜರಂಗದಳಕ್ಕೆ
uttaristidda,ಉತ್ತರಿಸ್ತಿದ್ದ
dikshitarinda,ದೀಕ್ಷಿತರಿಂದ
vidhaanagaliruvaaga,ವಿಧಾನಗಳಿರುವಾಗ
samsadadaru,ಸಂಸದದರು
sarahaddigaagi,ಸರಹದ್ದಿಗಾಗಿ
